"source,""target"",""path"",""path_length"",""path_sign"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",16,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",13,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",12,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",13,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",15,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",12,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Population Growth Rate,""30-Day Readmission Rate"",""Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Post-Discharge Follow-up Quality,""30-Day Readmission Rate"",""Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",2,""-"""
"Post-Discharge self-management,""30-Day Readmission Rate"",""Post-Discharge self-management -> Complications -> 30-Day Readmission Rate"",2,""-"""
"Post Discharge Care Needs,""30-Day Readmission Rate"",""Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",5,""+"""
"Premature Discharge Risk,""30-Day Readmission Rate"",""Premature Discharge Risk -> 30-Day Readmission Rate"",1,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",4,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",5,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",6,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""-"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""-"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",3,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",4,""+"""
"Pressure for Cost Containment,""30-Day Readmission Rate"",""Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",5,""+"""
"Pressure for Early Discharge,""30-Day Readmission Rate"",""Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",6,""+"""
"Pressure for Early Discharge,""30-Day Readmission Rate"",""Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Comorbidities -> Patient Clinical Risk Profile -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Severity of Illness/Acuity of Admission -> Patient Clinical Risk Profile -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Frailty/Functional Status -> Patient Clinical Risk Profile -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Cognitive Impairment/Status -> Patient Clinical Risk Profile -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Emergency Department Visits/Prior Hospitalization -> Patient Clinical Risk Profile -> 30-Day Readmission Rate"",3,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
